사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
2021년 5월 13일 06시,서울특별시 동대문구 전농동,사망사고,1,0,0,1,자전거,부상신고,자전거,사망
2021년 5월 13일 06시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,상해없음,개인형이동수단(PM),중상
2021년 5월 13일 07시,서울특별시 송파구 송파동,중상사고,0,1,0,0,기타불명,기타불명,자전거,중상
2021년 5월 13일 08시,서울특별시 강북구 미아동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2021년 5월 13일 08시,서울특별시 성동구 금호동4가,중상사고,0,1,1,0,화물,경상,승용,중상
2021년 5월 13일 08시,서울특별시 동작구 상도동,중상사고,0,2,2,2,승합,상해없음,화물,경상
2021년 5월 13일 08시,서울특별시 강서구 개화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 13일 08시,서울특별시 성북구 장위동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2021년 5월 13일 09시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,자전거,중상,승용,상해없음
2021년 5월 13일 10시,서울특별시 종로구 통인동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 13일 11시,서울특별시 송파구 장지동,중상사고,0,1,0,0,건설기계,상해없음,이륜,중상
2021년 5월 13일 12시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2021년 5월 13일 13시,서울특별시 송파구 석촌동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 13일 14시,서울특별시 중구 중림동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 13일 14시,서울특별시 중랑구 면목동,중상사고,0,1,1,0,이륜,경상,보행자,중상
2021년 5월 13일 15시,서울특별시 서초구 양재동,중상사고,0,1,1,0,이륜,중상,승용,경상
2021년 5월 13일 16시,서울특별시 중구 을지로1가,중상사고,0,1,1,0,화물,상해없음,승합,상해없음
2021년 5월 13일 16시,서울특별시 종로구 세종로,중상사고,0,1,0,0,승합,상해없음,,
2021년 5월 13일 17시,서울특별시 강서구 외발산동,중상사고,0,1,0,0,승합,상해없음,승용,중상
2021년 5월 13일 17시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 13일 18시,서울특별시 강북구 수유동,중상사고,0,1,0,0,자전거,중상,승용,상해없음
2021년 5월 13일 20시,서울특별시 마포구 성산동,중상사고,0,1,0,0,승용,기타불명,보행자,중상
2021년 5월 13일 20시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 13일 23시,서울특별시 영등포구 도림동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 13일 23시,서울특별시 서초구 잠원동,중상사고,0,3,1,0,승용,중상,승용,경상
2021년 5월 14일 04시,서울특별시 관악구 봉천동,중상사고,0,1,1,0,이륜,중상,승용,경상
2021년 5월 14일 05시,서울특별시 은평구 수색동,중상사고,0,1,0,0,건설기계,상해없음,자전거,중상
2021년 5월 14일 06시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 14일 06시,서울특별시 구로구 고척동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 14일 07시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,화물,상해없음,자전거,중상
2021년 5월 14일 08시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 14일 09시,서울특별시 광진구 구의동,중상사고,0,1,1,0,승용,상해없음,보행자,경상
2021년 5월 14일 10시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
2021년 5월 14일 10시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,특수,상해없음,보행자,중상
2021년 5월 14일 10시,서울특별시 성북구 석관동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 14일 13시,서울특별시 강서구 공항동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 14일 13시,서울특별시 양천구 목동,중상사고,0,1,0,0,이륜,기타불명,자전거,중상
2021년 5월 14일 14시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 14일 14시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,화물,기타불명,이륜,중상
2021년 5월 14일 15시,서울특별시 중구 남창동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2021년 5월 14일 15시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,승합,상해없음,자전거,중상
2021년 5월 14일 16시,서울특별시 강북구 수유동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 14일 16시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2021년 5월 14일 16시,서울특별시 구로구 고척동,중상사고,0,1,4,0,승용,상해없음,승합,상해없음
2021년 5월 14일 16시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 14일 16시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 14일 16시,서울특별시 도봉구 창동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 14일 17시,서울특별시 중구 장충동1가,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2021년 5월 14일 17시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,건설기계,상해없음,자전거,중상
2021년 5월 14일 17시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승합,상해없음,이륜,상해없음
2021년 5월 14일 18시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 14일 19시,서울특별시 동작구 흑석동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 14일 20시,서울특별시 동대문구 장안동,중상사고,0,2,0,0,자전거,중상,이륜,중상
2021년 5월 14일 20시,서울특별시 강동구 천호동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
2021년 5월 14일 22시,서울특별시 광진구 광장동,중상사고,0,1,0,0,이륜,기타불명,자전거,중상
2021년 5월 14일 22시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 14일 23시,서울특별시 성동구 성수동1가,중상사고,0,1,4,0,승용,기타불명,승용,중상
2021년 5월 15일 00시,서울특별시 동작구 흑석동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 01시,서울특별시 강북구 미아동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2021년 5월 15일 01시,서울특별시 강동구 길동,중상사고,0,1,2,0,승용,경상,승용,중상
2021년 5월 15일 04시,서울특별시 구로구 구로동,사망사고,1,0,0,0,이륜,사망,,
2021년 5월 15일 05시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 15일 06시,서울특별시 마포구 상암동,중상사고,0,2,0,0,자전거,중상,자전거,중상
2021년 5월 15일 08시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 15일 08시,서울특별시 구로구 오류동,중상사고,0,1,0,0,승용,상해없음,승합,중상
2021년 5월 15일 09시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 15일 09시,서울특별시 도봉구 방학동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 15일 10시,서울특별시 성북구 상월곡동,중상사고,0,1,1,0,자전거,중상,승용,경상
2021년 5월 15일 12시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 13시,서울특별시 성동구 행당동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2021년 5월 15일 13시,서울특별시 동작구 흑석동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 15일 13시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 14시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 14시,서울특별시 송파구 장지동,중상사고,0,1,2,0,승용,경상,승용,경상
2021년 5월 15일 14시,서울특별시 도봉구 방학동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2021년 5월 15일 16시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 18시,서울특별시 서대문구 북가좌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 18시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승용,기타불명,이륜,중상
2021년 5월 15일 19시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 15일 19시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 15일 20시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 15일 20시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2021년 5월 15일 21시,서울특별시 중구 충무로1가,중상사고,0,1,0,0,원동기,상해없음,이륜,중상
2021년 5월 15일 21시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 15일 22시,서울특별시 강서구 화곡동,중상사고,0,1,4,0,승용,상해없음,승용,경상
2021년 5월 15일 22시,서울특별시 강남구 역삼동,중상사고,0,3,0,0,승용,상해없음,승용,중상
2021년 5월 15일 23시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 16일 11시,서울특별시 용산구 용산동2가,중상사고,0,1,1,1,승합,부상신고,승용,경상
2021년 5월 16일 12시,서울특별시 광진구 군자동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 16일 14시,서울특별시 영등포구 양평동2가,중상사고,0,1,0,0,이륜,중상,,
2021년 5월 16일 14시,서울특별시 관악구 남현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 16일 15시,서울특별시 구로구 오류동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 16일 17시,서울특별시 서초구 양재동,중상사고,0,1,2,0,승용,상해없음,승용,경상
2021년 5월 16일 18시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 16일 20시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 17일 00시,서울특별시 관악구 봉천동,중상사고,0,1,1,0,이륜,중상,승용,경상
2021년 5월 17일 08시,서울특별시 동작구 사당동,중상사고,0,1,1,0,화물,상해없음,보행자,중상
2021년 5월 17일 10시,서울특별시 중랑구 묵동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2021년 5월 17일 10시,서울특별시 구로구 가리봉동,중상사고,0,1,2,0,승용,상해없음,승용,경상
2021년 5월 17일 11시,서울특별시 종로구 세종로,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 17일 12시,서울특별시 용산구 이촌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 17일 12시,서울특별시 은평구 진관동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
2021년 5월 17일 13시,서울특별시 양천구 목동,중상사고,0,2,1,0,승용,중상,특수,경상
2021년 5월 17일 14시,서울특별시 동작구 신대방동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 17일 14시,서울특별시 강서구 방화동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 17일 15시,서울특별시 강서구 가양동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2021년 5월 17일 16시,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2021년 5월 17일 16시,서울특별시 영등포구 여의도동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2021년 5월 17일 17시,서울특별시 관악구 신림동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2021년 5월 17일 17시,서울특별시 성북구 종암동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 17일 17시,서울특별시 은평구 구산동,중상사고,0,1,0,0,승합,상해없음,,
2021년 5월 17일 18시,서울특별시 관악구 신림동,중상사고,0,2,0,0,승용,중상,승용,중상
2021년 5월 17일 19시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 17일 21시,서울특별시 중랑구 면목동,중상사고,0,2,0,0,승용,상해없음,보행자,중상
2021년 5월 18일 05시,서울특별시 중구 소공동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2021년 5월 18일 05시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,자전거,중상,승용,상해없음
2021년 5월 18일 08시,서울특별시 중구 태평로2가,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 18일 10시,서울특별시 강서구 내발산동,중상사고,0,1,0,0,자전거,중상,화물,상해없음
2021년 5월 18일 12시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 18일 13시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2021년 5월 18일 13시,서울특별시 강북구 미아동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
2021년 5월 18일 15시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2021년 5월 18일 16시,서울특별시 용산구 이촌동,중상사고,0,1,1,0,자전거,중상,자전거,경상
2021년 5월 18일 16시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 18일 16시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 18일 17시,서울특별시 강서구 방화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 18일 18시,서울특별시 마포구 동교동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2021년 5월 18일 18시,서울특별시 강남구 대치동,중상사고,0,2,1,0,승용,경상,승용,중상
2021년 5월 18일 19시,서울특별시 서대문구 연희동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 18일 19시,서울특별시 광진구 광장동,중상사고,0,1,3,0,화물,상해없음,승용,상해없음
2021년 5월 18일 19시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,기타불명,승용,기타불명
2021년 5월 18일 20시,서울특별시 강남구 삼성동,중상사고,0,4,0,0,승용,기타불명,승용,중상
2021년 5월 18일 21시,서울특별시 영등포구 여의도동,사망사고,1,0,0,0,승합,상해없음,보행자,사망
2021년 5월 18일 22시,서울특별시 서대문구 영천동,중상사고,0,1,2,1,승용,상해없음,승용,중상
2021년 5월 18일 22시,서울특별시 은평구 신사동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 18일 22시,서울특별시 은평구 녹번동,중상사고,0,1,1,0,승용,상해없음,승합,상해없음
2021년 5월 18일 22시,서울특별시 강남구 삼성동,중상사고,0,1,2,0,승용,상해없음,승용,중상
2021년 5월 18일 23시,서울특별시 영등포구 여의도동,중상사고,0,1,1,0,승용,상해없음,승용,경상
2021년 5월 19일 00시,서울특별시 강남구 논현동,중상사고,0,3,1,0,승용,상해없음,승용,중상
2021년 5월 19일 03시,서울특별시 마포구 신공덕동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 19일 03시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,개인형이동수단(PM),상해없음,보행자,중상
2021년 5월 19일 10시,서울특별시 은평구 구산동,사망사고,1,0,0,0,화물,상해없음,자전거,사망
2021년 5월 19일 11시,서울특별시 영등포구 영등포동1가,중상사고,0,1,0,0,화물,상해없음,기타불명,중상
2021년 5월 19일 14시,서울특별시 노원구 공릉동,중상사고,0,1,2,0,승용,기타불명,승용,경상
2021년 5월 19일 15시,서울특별시 중구 을지로2가,중상사고,0,2,10,2,이륜,상해없음,승합,경상
2021년 5월 19일 15시,서울특별시 서대문구 충정로3가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 19일 16시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 19일 17시,서울특별시 서대문구 북가좌동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2021년 5월 19일 17시,서울특별시 양천구 신정동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 19일 17시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 19일 17시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 19일 18시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 19일 18시,서울특별시 영등포구 당산동,중상사고,0,1,0,0,자전거,상해없음,자전거,중상
2021년 5월 19일 18시,서울특별시 강동구 길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 19일 18시,서울특별시 송파구 장지동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2021년 5월 19일 18시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 19일 19시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,자전거,상해없음,자전거,중상
2021년 5월 19일 20시,서울특별시 성북구 종암동,중상사고,0,1,0,1,원동기,부상신고,원동기,중상
2021년 5월 19일 21시,서울특별시 강동구 길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 19일 21시,서울특별시 송파구 마천동,중상사고,0,1,1,0,승용,상해없음,승용,경상
2021년 5월 19일 23시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,이륜,상해없음,화물,기타불명
2021년 5월 19일 23시,서울특별시 강동구 명일동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 20일 00시,서울특별시 강북구 번동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 00시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 20일 07시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
2021년 5월 20일 07시,서울특별시 동대문구 전농동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 08시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 09시,서울특별시 영등포구 양화동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2021년 5월 20일 10시,서울특별시 서초구 반포동,중상사고,0,1,3,0,승용,상해없음,승용,경상
2021년 5월 20일 11시,서울특별시 금천구 시흥동,사망사고,2,2,6,0,화물,중상,화물,중상
2021년 5월 20일 12시,서울특별시 영등포구 양평동5가,중상사고,0,1,2,0,화물,경상,원동기,중상
2021년 5월 20일 12시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 20일 12시,서울특별시 강남구 압구정동,중상사고,0,1,1,0,화물,상해없음,승용,경상
2021년 5월 20일 13시,서울특별시 강동구 고덕동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 15시,서울특별시 중구 남대문로5가,중상사고,0,1,1,0,화물,중상,승용,경상
2021년 5월 20일 16시,서울특별시 강서구 염창동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2021년 5월 20일 16시,서울특별시 송파구 문정동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 20일 17시,서울특별시 영등포구 영등포동4가,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 20일 17시,서울특별시 송파구 송파동,중상사고,0,1,0,0,원동기,상해없음,자전거,중상
2021년 5월 20일 17시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 18시,서울특별시 은평구 신사동,중상사고,0,1,0,1,이륜,부상신고,보행자,중상
2021년 5월 20일 19시,서울특별시 용산구 한강로2가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 19시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,승합,상해없음,자전거,중상
2021년 5월 20일 19시,서울특별시 강동구 상일동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 20일 20시,서울특별시 중구 예장동,중상사고,0,1,0,0,승합,상해없음,승용,중상
2021년 5월 20일 20시,서울특별시 서대문구 연희동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2021년 5월 20일 20시,서울특별시 영등포구 문래동6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 20일 21시,서울특별시 광진구 자양동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 21시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 22시,서울특별시 광진구 자양동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2021년 5월 20일 22시,서울특별시 마포구 성산동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2021년 5월 20일 22시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 20일 22시,서울특별시 송파구 문정동,중상사고,0,1,0,0,승용,상해없음,,
2021년 5월 21일 08시,서울특별시 용산구 한강로2가,중상사고,0,1,0,0,승용,상해없음,개인형이동수단(PM),중상
2021년 5월 21일 09시,서울특별시 동작구 동작동,중상사고,0,1,1,0,화물,상해없음,승용,경상
2021년 5월 21일 10시,서울특별시 서대문구 남가좌동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2021년 5월 21일 10시,서울특별시 마포구 아현동,중상사고,0,1,0,0,건설기계,상해없음,이륜,중상
2021년 5월 21일 12시,서울특별시 강동구 암사동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2021년 5월 21일 14시,서울특별시 용산구 서빙고동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 21일 14시,서울특별시 양천구 목동,중상사고,0,1,0,0,승합,상해없음,,
2021년 5월 21일 15시,서울특별시 강북구 번동,중상사고,0,1,0,0,이륜,기타불명,이륜,중상
2021년 5월 21일 15시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 21일 16시,서울특별시 중구 황학동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2021년 5월 21일 16시,서울특별시 강북구 번동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 21일 17시,서울특별시 동작구 대방동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2021년 5월 21일 17시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 21일 17시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 21일 18시,서울특별시 영등포구 영등포동8가,중상사고,0,1,1,0,이륜,경상,승용,중상
2021년 5월 21일 18시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 21일 19시,서울특별시 송파구 신천동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
2021년 5월 21일 20시,서울특별시 송파구 가락동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 21일 22시,서울특별시 마포구 창전동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 22일 01시,서울특별시 마포구 합정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 22일 04시,서울특별시 성북구 정릉동,중상사고,0,2,1,0,이륜,중상,화물,경상
2021년 5월 22일 07시,서울특별시 마포구 성산동,중상사고,0,1,4,0,승용,상해없음,승용,상해없음
2021년 5월 22일 07시,서울특별시 강남구 개포동,중상사고,0,1,1,0,자전거,경상,자전거,중상
2021년 5월 22일 08시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 22일 08시,서울특별시 도봉구 창동,중상사고,0,1,0,1,자전거,부상신고,보행자,중상
2021년 5월 22일 09시,서울특별시 동대문구 제기동,중상사고,0,1,1,0,원동기,상해없음,보행자,경상
2021년 5월 22일 10시,서울특별시 강서구 외발산동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2021년 5월 22일 11시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 22일 11시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 22일 12시,서울특별시 영등포구 당산동3가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 22일 12시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,자전거,중상,보행자,상해없음
2021년 5월 22일 13시,서울특별시 은평구 신사동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2021년 5월 22일 13시,서울특별시 강남구 역삼동,중상사고,0,2,1,0,승용,상해없음,승용,중상
2021년 5월 22일 14시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 22일 15시,서울특별시 성북구 동선동1가,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2021년 5월 22일 15시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,자전거,중상,승합,상해없음
2021년 5월 22일 15시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 22일 16시,서울특별시 종로구 혜화동,중상사고,0,1,2,0,승용,상해없음,승용,경상
2021년 5월 22일 16시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 22일 16시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 22일 17시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2021년 5월 22일 17시,서울특별시 구로구 구로동,중상사고,0,4,2,0,승용,중상,승합,상해없음
2021년 5월 22일 18시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2021년 5월 22일 18시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 22일 20시,서울특별시 동작구 노량진동,중상사고,0,1,0,1,자전거,부상신고,자전거,중상
2021년 5월 22일 22시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2021년 5월 22일 22시,서울특별시 송파구 송파동,중상사고,0,1,1,0,이륜,경상,이륜,중상
2021년 5월 23일 07시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,기타불명,승용,중상
2021년 5월 23일 08시,서울특별시 송파구 잠실동,중상사고,0,1,1,0,자전거,상해없음,보행자,경상
2021년 5월 23일 10시,서울특별시 광진구 자양동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 23일 10시,서울특별시 성동구 성수동2가,중상사고,0,1,1,0,이륜,경상,이륜,중상
2021년 5월 23일 10시,서울특별시 동작구 대방동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2021년 5월 23일 10시,서울특별시 송파구 장지동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2021년 5월 23일 10시,서울특별시 서초구 방배동,중상사고,0,1,0,1,이륜,부상신고,승합,중상
2021년 5월 23일 12시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2021년 5월 23일 13시,서울특별시 강남구 신사동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2021년 5월 23일 14시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
