사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
2019년 1월 10일 11시,서울특별시 강남구 신사동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 10일 11시,서울특별시 노원구 상계동,중상사고,0,1,1,1,화물,상해없음,이륜,중상
2019년 1월 10일 12시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 10일 12시,서울특별시 서초구 원지동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 1월 10일 14시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 10일 15시,서울특별시 성북구 장위동,중상사고,0,1,1,0,승용,경상,승합,중상
2019년 1월 10일 16시,서울특별시 양천구 신정동,중상사고,0,2,2,0,승용,상해없음,승용,경상
2019년 1월 10일 17시,서울특별시 금천구 가산동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 10일 17시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,기타불명,보행자,중상
2019년 1월 10일 19시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 10일 19시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 10일 19시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 10일 19시,서울특별시 강서구 방화동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 10일 19시,서울특별시 송파구 풍납동,중상사고,0,1,2,1,승용,상해없음,승용,경상
2019년 1월 10일 19시,서울특별시 노원구 상계동,중상사고,0,2,1,0,승용,상해없음,승용,상해없음
2019년 1월 10일 20시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2019년 1월 10일 20시,서울특별시 구로구 오류동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
2019년 1월 10일 22시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,기타불명,기타불명,이륜,중상
2019년 1월 11일 00시,서울특별시 종로구 내자동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 00시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 01시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 01시,서울특별시 강남구 역삼동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 1월 11일 03시,서울특별시 용산구 용산동1가,중상사고,0,1,2,0,승용,상해없음,승용,경상
2019년 1월 11일 04시,서울특별시 중구 의주로2가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 04시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 11일 05시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 1월 11일 05시,서울특별시 성북구 삼선동5가,중상사고,0,1,2,0,승용,상해없음,승용,중상
2019년 1월 11일 06시,서울특별시 강북구 번동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 11일 06시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 07시,서울특별시 종로구 명륜3가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 07시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 10시,서울특별시 마포구 대흥동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 11일 10시,서울특별시 성북구 하월곡동,중상사고,0,1,3,0,승용,상해없음,승용,경상
2019년 1월 11일 12시,서울특별시 은평구 응암동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 11일 13시,서울특별시 서초구 잠원동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 1월 11일 14시,서울특별시 송파구 잠실동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 1월 11일 15시,서울특별시 성동구 금호동2가,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 11일 16시,서울특별시 종로구 명륜4가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 16시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 11일 16시,서울특별시 강서구 공항동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2019년 1월 11일 17시,서울특별시 강남구 대치동,중상사고,0,1,0,1,자전거,부상신고,자전거,중상
2019년 1월 11일 18시,서울특별시 마포구 아현동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 18시,서울특별시 강동구 길동,중상사고,0,1,0,0,기타불명,기타불명,기타불명,기타불명
2019년 1월 11일 18시,서울특별시 송파구 석촌동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 11일 19시,서울특별시 용산구 한강로3가,중상사고,0,2,0,0,승용,상해없음,보행자,중상
2019년 1월 11일 19시,서울특별시 영등포구 문래동1가,중상사고,0,1,0,0,이륜,중상,승합,상해없음
2019년 1월 11일 23시,서울특별시 송파구 송파동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 12일 00시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 12일 01시,서울특별시 광진구 구의동,중상사고,0,1,3,0,승용,상해없음,승용,경상
2019년 1월 12일 01시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 01시,서울특별시 송파구 방이동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 12일 02시,서울특별시 동대문구 회기동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 02시,서울특별시 영등포구 신길동,중상사고,0,1,2,0,승용,상해없음,승용,중상
2019년 1월 12일 04시,서울특별시 서대문구 합동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 04시,서울특별시 송파구 가락동,중상사고,0,2,0,0,승용,중상,승용,중상
2019년 1월 12일 04시,서울특별시 노원구 하계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 05시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 06시,서울특별시 용산구 이촌동,중상사고,0,1,0,0,승용,상해없음,,
2019년 1월 12일 08시,서울특별시 은평구 신사동,중상사고,0,1,1,0,승용,상해없음,건설기계,경상
2019년 1월 12일 08시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 12일 09시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 12일 10시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 1월 12일 11시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 12일 11시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 13시,서울특별시 노원구 공릉동,중상사고,0,2,7,0,승용,상해없음,승합,상해없음
2019년 1월 12일 16시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2019년 1월 12일 17시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
2019년 1월 12일 18시,서울특별시 성북구 보문동4가,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 1월 12일 18시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,기타불명,개인형이동수단(PM),중상
2019년 1월 12일 19시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 12일 19시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 21시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 12일 21시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 1월 12일 21시,서울특별시 동대문구 답십리동,중상사고,0,4,0,0,승용,상해없음,승용,중상
2019년 1월 12일 21시,서울특별시 마포구 노고산동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
2019년 1월 12일 22시,서울특별시 강북구 수유동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 1월 12일 22시,서울특별시 도봉구 방학동,중상사고,0,1,8,0,승용,경상,승용,경상
2019년 1월 12일 23시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승합,기타불명,이륜,중상
2019년 1월 13일 01시,서울특별시 광진구 자양동,중상사고,0,1,3,0,이륜,기타불명,승용,중상
2019년 1월 13일 01시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 13일 02시,서울특별시 동작구 대방동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 1월 13일 02시,서울특별시 서초구 잠원동,중상사고,0,1,1,0,승용,상해없음,승용,경상
2019년 1월 13일 05시,서울특별시 양천구 신월동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 13일 10시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 13일 13시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,화물,중상
2019년 1월 13일 14시,서울특별시 구로구 오류동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2019년 1월 13일 15시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 1월 13일 15시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2019년 1월 13일 15시,서울특별시 노원구 상계동,중상사고,0,1,1,0,승합,상해없음,승용,중상
2019년 1월 13일 16시,서울특별시 마포구 아현동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 1월 13일 18시,서울특별시 종로구 종로3가,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 13일 18시,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 13일 19시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 13일 19시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 00시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 00시,서울특별시 송파구 방이동,중상사고,0,2,0,0,승용,상해없음,승용,중상
2019년 1월 14일 01시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 1월 14일 01시,서울특별시 성북구 하월곡동,중상사고,0,1,4,0,승용,상해없음,승용,경상
2019년 1월 14일 01시,서울특별시 성북구 길음동,중상사고,0,1,0,0,원동기,중상,승용,상해없음
2019년 1월 14일 02시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 04시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 05시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 06시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 07시,서울특별시 은평구 응암동,중상사고,0,1,0,0,승합,상해없음,,
2019년 1월 14일 07시,서울특별시 강북구 수유동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 14일 07시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 14일 08시,서울특별시 동작구 사당동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 1월 14일 09시,서울특별시 종로구 종로6가,중상사고,0,1,0,0,승합,상해없음,승용,상해없음
2019년 1월 14일 09시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승합,상해없음,,
2019년 1월 14일 09시,서울특별시 영등포구 영등포동6가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 11시,서울특별시 성동구 송정동,중상사고,0,1,1,0,승용,중상,원동기,경상
2019년 1월 14일 11시,서울특별시 동작구 신대방동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
2019년 1월 14일 12시,서울특별시 중구 황학동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 14일 12시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
2019년 1월 14일 16시,서울특별시 성동구 마장동,중상사고,0,1,1,0,승용,경상,승용,중상
2019년 1월 14일 17시,서울특별시 구로구 구로동,사망사고,1,0,0,0,승용,상해없음,보행자,사망
2019년 1월 14일 18시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 14일 18시,서울특별시 영등포구 양평동4가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 18시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 1월 14일 18시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 1월 14일 19시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 1월 14일 20시,서울특별시 서대문구 연희동,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2019년 1월 14일 22시,서울특별시 강남구 청담동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 1월 14일 23시,서울특별시 강북구 미아동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 1월 14일 23시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 14일 23시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2019년 1월 15일 05시,서울특별시 중구 신당동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 1월 15일 06시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 15일 08시,서울특별시 서초구 양재동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 1월 15일 08시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 15일 09시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 15일 10시,서울특별시 중랑구 중화동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
2019년 1월 15일 11시,서울특별시 종로구 숭인동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 1월 15일 13시,서울특별시 마포구 용강동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 1월 15일 13시,서울특별시 동작구 본동,중상사고,0,1,2,0,승용,경상,승용,중상
2019년 1월 15일 14시,서울특별시 마포구 동교동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2019년 1월 15일 15시,서울특별시 성북구 동선동1가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
